icao24,origin_country,velocity,on_ground
3c68cb,Germany,179.65,False
aa9c39,United States,199.12,False
a84e0c,United States,7.2,True
a29405,United States,32.88,False
a05458,United States,38.31,False
a4ce71,United States,226.85,False
ab618b,United States,200.49,False
abc49b,United States,205.92,False
a0541b,United States,206.57,False
ab619b,United States,7.72,True
ac3f09,United States,235.5,False
4cabec,Ireland,267.87,False
ad049a,United States,192.45,False
a5db2c,United States,194.06,False
71005d,Saudi Arabia,245.85,False
71004e,Saudi Arabia,254.14,False
0d0dd1,Mexico,196.87,False
a3adce,United States,252.15,False
ab1db2,United States,267.65,False
a0b75b,United States,211.17,False
8682da,Japan,257.81,False
4d2175,Malta,62.96,False
86d2aa,Japan,0.19,True
a23dbb,United States,49.74,False
70e06d,Cambodia,3.86,True
c03e07,Canada,178.15,False
861b64,Japan,235.98,False
c08095,Canada,222.31,False
861b69,Japan,195.91,False
aafdc4,United States,225.36,False
a1b157,United States,63.28,False
ab1dd5,United States,182.82,False
a7d2d8,United States,35.29,False
a41121,United States,177.43,False
a96e9a,United States,197.87,False
4cac11,Ireland,142.4,False
4cac12,Ireland,240.91,False
a2f77b,United States,202.14,False
a34ae6,United States,0.0,True
a3ada3,United States,201.34,False
a46ab3,United States,224.54,False
70e02b,Cambodia,248.26,False
a30460,United States,205.36,False
710053,Saudi Arabia,248.25,False
3c42fa,Germany,23.66,True
abc432,United States,135.84,False
8695c6,Japan,261.13,False
a3adb9,United States,0.77,True
ab0acb,United States,215.57,False
151ec1,Russian Federation,224.35,False
151ec2,Russian Federation,149.58,False
151ec8,Russian Federation,224.75,False
a6c781,United States,226.49,False
151ebd,Russian Federation,224.49,False
acf5be,United States,82.84,False
71be20,Republic of Korea,276.0,False
71be24,Republic of Korea,306.32,False
aaa2d3,United States,122.5,False
7c7a4c,Australia,212.99,False
7c7a4d,Australia,215.71,False
c04fff,Canada,222.34,False
800af5,India,264.53,False
71be17,Republic of Korea,274.21,False
75807f,Philippines,97.37,False
a84dce,United States,246.99,False
7c7a3e,Australia,197.24,False
a6b470,United States,256.6,False
4cac0c,Ireland,228.63,False
ac2b61,United States,174.84,False
a066a3,United States,62.81,False
151ed0,Russian Federation,168.41,False
71be46,Republic of Korea,125.13,False
71be43,Republic of Korea,232.86,False
c03cf4,Canada,6.69,True
a41144,United States,266.53,False
a0c9b2,United States,180.64,False
758073,Philippines,241.29,False
ac2b6c,United States,213.23,False
7c7a47,Australia,179.07,False
a65104,United States,243.45,False
aa9ab6,United States,260.97,False
aa542f,United States,199.19,False
a053be,United States,2.91,False
ac2b80,United States,252.96,False
a3f133,United States,104.87,False
a449af,United States,212.29,False
c04fae,Canada,0.0,True
885b48,Thailand,219.35,False
885b46,Thailand,89.34,False
c04fbb,Canada,306.69,False
39c426,France,94.12,False
0d0e97,Mexico,222.07,False
a71aad,United States,217.47,False
39c422,France,240.83,False
a0c9cf,United States,134.8,False
a449a8,United States,156.78,False
86d2ee,Japan,239.27,False
c04fe4,Canada,234.17,False
a6c756,United States,85.47,False
c04fdd,Canada,175.46,False
a5a38e,United States,207.32,False
a2e09a,United States,213.32,False
7c7c35,Australia,51.91,False
a1f8e6,United States,137.63,False
0c20a7,Panama,237.86,False
7c33b1,Australia,4.37,True
ae4792,United States,0.0,False
a6c374,United States,45.79,False
a9ccf2,United States,72.93,False
ae478e,United States,2.31,True
ac4f01,United States,173.96,False
a2e098,United States,229.2,False
4cab80,Ireland,261.79,False
a338ac,United States,240.15,False
a6c39f,United States,208.13,False
4cab8a,Ireland,258.4,False
a0c5b5,United States,128.04,False
acf48f,United States,224.01,False
a92365,United States,190.92,False
86e890,Japan,108.97,False
800d08,India,192.14,False
86e844,Japan,260.21,False
a1e5dd,United States,62.96,False
a062ec,United States,122.45,False
a35b39,United States,222.34,False
a1e5f1,United States,266.97,False
0c20f4,Panama,172.07,False
a062ef,United States,208.33,False
7c7c77,Australia,193.72,False
a48e3a,United States,201.13,False
a35b42,United States,254.22,False
86e82a,Japan,149.98,False
7c33f9,Australia,46.83,False
a48e46,United States,69.3,False
7c7c76,Australia,194.85,False
861ba8,Japan,8.23,True
60003a,Armenia,210.54,False
a35b27,United States,218.83,False
0c20d6,Panama,6.94,True
a7e310,United States,244.52,False
a445b0,United States,232.39,False
aa779d,United States,211.03,False
a062ca,United States,48.19,False
800d37,India,238.75,False
75808c,Philippines,239.67,False
0c20ac,Panama,218.63,False
800d41,India,239.71,False
7c7c2d,Australia,52.43,False
0c20b4,Panama,234.43,False
a8299a,United States,202.66,False
ac3c0e,United States,198.6,False
aa777e,United States,220.17,False
7c7c40,Australia,49.62,False
4691c5,Greece,194.81,False
c005c5,Canada,262.41,False
a3be97,United States,53.38,False
ad2736,United States,248.02,False
ad2733,United States,229.27,False
710110,Saudi Arabia,247.02,False
a3be8f,United States,237.79,False
a2f2d8,United States,47.3,False
a2f2d9,United States,32.87,False
0c218c,Panama,228.08,False
0c2195,Panama,228.61,False
a59b5d,United States,27.78,False
a4cb64,United States,239.74,False
010154,Egypt,254.39,False
3889ff,France,18.52,True
a1d2dc,United States,186.81,False
aa76cb,United States,225.9,False
71010f,Saudi Arabia,256.11,False
ac3ac9,United States,206.3,False
7c479f,Australia,244.74,False
a7d085,United States,219.0,False
abe77a,United States,0.0,True
ac4dfb,United States,241.32,False
86d594,Japan,2.06,True
a698c5,United States,60.84,False
ac3adf,United States,101.87,False
adbdc1,United States,164.96,False
86d57f,Japan,117.97,False
a708b0,United States,11.32,True
a6b07e,United States,243.78,False
a2f2fa,United States,265.65,False
4d2131,Malta,277.13,False
c018c8,Canada,154.88,False
39d2aa,France,132.12,False
39d2ab,France,292.87,False
39d2ac,France,260.14,False
39d2b0,France,249.28,False
39d2b4,France,240.58,False
a3bda6,United States,217.49,False
a06461,United States,0.0,True
a96b65,United States,1.29,True
4b18ba,Switzerland,232.94,False
39d2a7,France,269.19,False
39d2a4,France,232.91,False
0c2166,Panama,124.41,False
a935e0,United States,243.09,False
c04cf4,Canada,193.57,False
a17140,United States,217.93,False
a2f437,United States,139.33,False
a1d44e,United States,170.05,False
a05173,United States,3.86,True
71145f,Saudi Arabia,201.04,False
800bd4,India,121.16,False
711477,Saudi Arabia,198.54,False
a11ad4,United States,189.2,False
7c7ab4,Australia,256.09,False
7c7ab6,Australia,244.21,False
7c7ab9,Australia,80.98,False
7c7ab1,Australia,102.33,False
7c7ab2,Australia,213.99,False
7c7aae,Australia,230.41,False
7c4779,Australia,85.4,False
7c7aa5,Australia,206.25,False
7c7aa6,Australia,230.99,False
7c7aa7,Australia,168.02,False
800ba9,India,174.08,False
7c7aa0,Australia,249.97,False
7c7aa1,Australia,229.29,False
abf8e0,United States,272.87,False
60000d,Armenia,130.72,False
ad38bf,United States,293.99,False
a4478d,United States,267.97,False
a5b764,United States,229.61,False
71bf46,Republic of Korea,154.85,False
a5b760,United States,206.57,False
71bf43,Republic of Korea,197.04,False
a089bc,United States,58.7,False
c01968,Canada,198.31,False
a35ae4,United States,213.01,False
a43458,United States,3.86,True
800be5,India,119.39,False
aa7757,United States,2.57,True
ac18fe,United States,145.7,False
850edc,Japan,102.01,False
abf8ff,United States,252.95,False
800bf9,India,256.03,False
a97da7,United States,8.23,True
a12f2a,United States,209.36,False
a339b1,United States,0.39,True
71bf08,Republic of Korea,5.4,True
a4ddca,United States,230.43,False
ac3b78,United States,183.42,False
0100a7,Egypt,240.96,False
0100a8,Egypt,133.38,False
aa7718,United States,0.0,True
71bf29,Republic of Korea,149.32,False
abd2e6,United States,205.83,False
c01945,Canada,207.18,False
a61f08,United States,7.72,True
a8f143,United States,82.75,False
a24f4d,United States,45.94,False
a12f73,United States,0.06,True
4b191d,Switzerland,189.33,False
4b191e,Switzerland,188.08,False
a699a1,United States,214.0,False
abc29a,United States,214.19,False
a4cc00,United States,229.3,False
86d68f,Japan,167.4,False
407131,United Kingdom,214.94,False
a96ae3,United States,86.31,False
a3ac25,United States,65.63,False
7c47e2,Australia,61.79,False
a92478,United States,5.66,True
c00821,Canada,202.28,False
a60c09,United States,76.65,False
7c47ba,Australia,1.03,True
aac7b1,United States,108.06,False
a12f71,United States,241.28,False
a12f72,United States,6.43,True
adabfe,United States,202.05,False
ab1d28,United States,221.92,False
a300a9,United States,166.43,False
71bf95,Republic of Korea,150.27,False
71bf93,Republic of Korea,163.16,False
a0b3f7,United States,37.55,False
a170d9,United States,216.07,False
71bf90,Republic of Korea,193.44,False
a23c5d,United States,6.94,True
86d61c,Japan,198.5,False
a36f90,United States,223.71,False
ab97ca,United States,205.96,False
86d629,Japan,209.93,False
71bf82,Republic of Korea,257.37,False
85c970,Japan,239.94,False
71bf86,Republic of Korea,221.56,False
7100c3,Saudi Arabia,292.81,False
a7f765,United States,196.86,False
a7f762,United States,239.15,False
86d64b,Japan,164.2,False
aaea0b,United States,131.18,False
ac07dc,United States,196.27,False
a1d3b4,United States,0.0,True
a72c43,United States,82.14,False
a816ca,United States,0.0,True
a1c0f5,United States,32.9,False
3c66c5,Germany,324.09,False
c03c44,Canada,134.86,False
ac086b,United States,141.98,False
0c2081,Panama,243.13,False
a7f6aa,United States,220.59,False
aaa224,United States,5.4,True
a3ac7a,United States,251.24,False
348249,Spain,245.99,False
0c2083,Panama,230.63,False
a7f6b9,United States,141.74,False
ad6ec6,United States,269.68,False
4d2003,Malta,224.85,False
0c206c,Panama,160.41,False
a290f3,United States,280.58,False
abe872,United States,226.48,False
0c2065,Panama,233.74,False
ac9233,United States,65.85,False
aafbdf,United States,207.12,False
861e56,Japan,217.54,False
ac088e,United States,269.0,False
0c2064,Panama,215.5,False
aafbf3,United States,78.23,False
a446eb,United States,242.11,False
a84c38,United States,75.11,False
7c47b9,Australia,6.94,True
7c47b8,Australia,148.93,False
a73f35,United States,2.57,True
c03c02,Canada,2.83,True
7c47ac,Australia,223.19,False
aaa267,United States,203.46,False
7c47a8,Australia,76.3,False
7c47a4,Australia,188.0,False
a553b0,United States,213.98,False
7580f0,Philippines,144.26,False
4d2014,Malta,240.4,False
4b906d,Turkey,224.19,False
abd57e,United States,205.66,False
a673a1,United States,45.48,False
c03c04,Canada,205.17,False
c03c05,Canada,107.45,False
3c66b6,Germany,228.03,False
4b9068,Turkey,62.35,False
4b9067,Turkey,219.33,False
8814d3,Thailand,37.97,False
a31533,United States,139.42,False
adac5d,United States,148.21,False
a24ef7,United States,228.25,False
a32851,United States,255.88,False
a96c72,United States,202.55,False
758224,Philippines,2.31,True
a32844,United States,173.21,False
a923ee,United States,201.69,False
a923ef,United States,174.44,False
7c351b,Australia,132.57,False
ac0818,United States,8.75,True
a11bc6,United States,269.42,False
ad2807,United States,253.95,False
a8af9d,United States,258.53,False
7c3581,Australia,59.57,False
758201,Philippines,165.9,False
0c2047,Panama,243.07,False
abe80e,United States,220.17,False
a72c78,United States,113.09,False
a1c229,United States,209.7,False
ab8537,United States,248.08,False
800cb9,India,121.93,False
aa63ed,United States,10.29,True
a9bc12,United States,74.24,False
7c7bce,Australia,228.72,False
a32886,United States,210.06,False
abe82c,United States,248.68,False
800cba,India,187.98,False
a6b0bd,United States,187.09,False
a793fd,United States,180.78,False
800cc9,India,240.45,False
c03af2,Canada,194.37,False
0c2018,Panama,3.86,True
abd50f,United States,230.8,False
a4350c,United States,193.74,False
7c487c,Australia,204.83,False
0d0ff7,Mexico,222.53,False
4b17e5,Switzerland,0.0,True
7c7c9c,Australia,228.46,False
aafc36,United States,192.44,False
a66239,United States,242.53,False
a60bcb,United States,224.45,False
ac4f4c,United States,6.17,True
a96ba2,United States,33.95,True
abf9f8,United States,214.13,False
a54261,United States,255.5,False
a2e24c,United States,64.36,False
ac06f5,United States,0.9,True
a2e24d,United States,0.0,True
c00757,Canada,208.48,False
ab83e8,United States,205.27,False
ac4f6f,United States,77.17,False
a0b59d,United States,127.57,False
800cfe,India,101.39,False
86d607,Japan,84.73,False
ac90a8,United States,173.64,False
800cfb,India,137.1,False
ad5c30,United States,211.91,False
ad5c33,United States,222.71,False
a2e235,United States,4.12,True
a6757f,United States,58.67,False
abd3c7,United States,7.2,True
ac4f92,United States,275.19,False
abd3cf,United States,196.51,False
aaa0d1,United States,204.03,False
a6d82c,United States,61.77,False
4caa40,Ireland,3.34,True
a81815,United States,234.02,False
a207c3,United States,198.43,False
ad26fd,United States,49.12,False
75827b,Philippines,224.93,False
850fb6,Japan,7.2,True
c00741,Canada,221.21,False
abc0e4,United States,256.59,False
c00734,Canada,188.07,False
